date, select, act, reward, temp,	pre[mm/min], on time[min], road temp, snow[kg/m^2]
2016-12-09 10:19:00, n, 1,   -0.3,  -0.9,	0.012, 12.00, 38, +0.04 -> 0.265
2016-12-09 10:22:00, r, 0,      0,  -0.8,	0.012,  0.00, 31, +0.04 -> 0.245
2016-12-09 10:25:00, n, 1,   -0.3,  -0.8,	0.012,  3.00, 39, +0.04 -> 0.234
2016-12-09 10:28:00, n, 1,   -0.3,  -0.8,	0.012,  6.00, 45, +0.04 -> 0.213
2016-12-09 10:31:00, n, 1,   99.7,  -0.9,	0.012,  9.00, 50, +0.04 -> 0.182
2016-12-09 10:34:00, n, 0,    0.3,  -0.9,	0.012,  0.00, 41, +0.04 -> 0.145
2016-12-09 10:37:00, n, 0,    0.3,  -0.9,	0.012,  0.00, 34, +0.04 -> 0.120
2016-12-09 10:40:00, n, 0,    0.3,  -0.8,	0.012,  0.00, 28, +0.04 -> 0.105
2016-12-09 10:43:00, n, 0,    0.3,  -0.8,	0.012,  0.00, 23, +0.04 -> 0.100
2016-12-09 10:46:00, n, 0,    0.3,  -0.8,	0.012,  0.00, 19, +0.04 -> 0.101
2016-12-09 10:49:00, n, 0,    0.3,  -0.8,	0.012,  0.00, 15, +0.04 -> 0.109
2016-12-09 10:52:00, r, 1,   -0.3,  -0.7,	0.012,  3.00, 24, +0.04 -> 0.121
2016-12-09 10:55:00, n, 0,    0.3,  -0.7,	0.012,  0.00, 20, +0.04 -> 0.121
2016-12-09 10:58:00, n, 0,    0.3,  -0.7,	0.012,  0.00, 17, +0.04 -> 0.126
2016-12-09 11:01:00, n, 0,    0.3,  -0.6,	0.012,  0.00, 14, +0.04 -> 0.137
2016-12-09 11:04:00, n, 0,    0.3,  -0.6,	0.012,  0.00, 11, +0.04 -> 0.152
2016-12-09 11:07:00, n, 0,    0.3,  -0.6,	0.012,  0.00,  9, +0.04 -> 0.171
2016-12-09 11:10:00, n, 0,    0.3,  -0.5,	0.012,  0.00,  7, +0.04 -> 0.193
2016-12-09 11:13:00, n, 0,      0,  -0.5,	0.012,  0.00,  6, +0.04 -> 0.217
2016-12-09 11:16:00, n, 1,   -0.3,  -0.5,	0.012,  3.00, 15, +0.04 -> 0.244
2016-12-09 11:19:00, n, 1,   -0.3,  -0.5,	0.012,  6.00, 24, +0.04 -> 0.257
2016-12-09 11:22:00, n, 1,   -0.3,  -0.3,	0.012,  9.00, 33, +0.04 -> 0.257
2016-12-09 11:25:00, n, 1,   -0.3,  -0.3,	0.012, 12.00, 40, +0.04 -> 0.244
2016-12-09 11:28:00, n, 1,   -0.3,  -0.3,	0.012, 15.00, 46, +0.04 -> 0.221
2016-12-09 11:31:00, n, 1,   99.7,  -0.2,	0.012, 18.00, 51, +0.04 -> 0.189
2016-12-09 11:34:00, n, 0,    0.3,  -0.2,	0.012,  0.00, 42, +0.04 -> 0.150
2016-12-09 11:37:00, r, 0,    0.3,  -0.2,	0.012,  0.00, 34, +0.04 -> 0.124
2016-12-09 11:40:00, n, 0,    0.3,   0.0,	0.012,  0.00, 28, +0.04 -> 0.109
2016-12-09 11:43:00, n, 0,    0.3,   0.0,	0.012,  0.00, 23, +0.04 -> 0.102
2016-12-09 11:46:00, n, 0,    0.3,   0.0,	0.012,  0.00, 19, +0.04 -> 0.103
2016-12-09 11:49:00, n, 0,    0.3,   0.0,	0.012,  0.00, 16, +0.04 -> 0.110
2016-12-09 11:52:00, n, 0,    0.3,   0.1,	0.012,  0.00, 13, +0.03 -> 0.121
